Table 1
שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2024,סך הכל ישראלים 2024,יהודים ואחרים,ערבים,זרים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,שם אשכול רשויות מקומיות,סמל רשות מקומית,שם רשות מקומית,סמל סוג רשות מקומית
שיטים,1267,SHITTIM,6,הדרום,62,באר שבע,627,53,מועצה אזורית חבל אילות,,,,,,,,,510,,201303454241,298,608,10001955,2024,Shittim,אשכול רשויות נגב מזרחי,5553,חבל אילות,3
שייח' דנון,658,SHEIKH DANNUN,2,הצפון,24,עכו,243,4,מועצה אזורית מטה אשר,,2,"2,997","2,988",2,"2,986",9,,290,,214194766502,84,201,10004302,2024,Sheikh Dannun,אשכול רשויות גליל מערבי,5504,מטה אשר,3
שילה,3641,SHILO,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,,1,"6,042","6,019","6,019",,23,1979,180,,228549662192,719,711,10003299,2024,Shilo,אשכול יהודה ושומרון,5573,מטה בנימין,3
שילת,1165,SHILAT,4,המרכז,43,רמלה,431,25,מועצה אזורית חבל מודיעין,142,1,838,827,827,,11,1977,310,6,201908647333,265,424,10002277,2024,Shilat,ללא שיוך לאשכול,5525,חבל מודיעין,3
שכניה,1160,SHEKHANYA,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,710,710,710,,,1980,370,10,223424750461,439,205,10004513,2024,Shekhanya,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
שלווה,873,SHALWA,6,הדרום,61,אשקלון,612,34,מועצה אזורית שפיר,,1,678,654,654,,24,1952,310,2,177938608024,166,631,10001813,2024,Shalwa,ללא שיוך לאשכול,5534,שפיר,3
שלווה במדבר,1373,SHALVA BAMIDBAR,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,,,,,,,,510,,174611526896,506,620,10001918,2024,Shalva Bamidbar,אשכול רשויות נגב מזרחי,5548,רמת נגב,3
שלוחות,439,SHELUHOT,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,540,505,505,,35,1948,330,3,245403708614,-116,202,10004568,2024,Sheluhot,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
שלומי,812,SHELOMI,2,הצפון,24,עכו,245,99,מועצה מקומית,,1,"8,226","8,187","8,029",158,39,1950,180,,214214775630,73,255,10004302,2024,Shelomi,אשכול רשויות גליל מערבי,812,שלומי,2
שלומית,1364,SHLOMIT,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,675,675,675,,,2011,370,11,133739564419,93,651,10001893,2024,Shlomit,אשכול רשויות נגב מערבי,5538,אשכול,3
שלומציון,1793,,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,,,,,,,,520,,246733667262,-256,712,10003299,2024,,אשכול יהודה ושומרון,5575,ערבות הירדן,3
שמיר,366,SHAMIR,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,824,817,817,,7,1944,330,15,261948785795,192,253,10004591,2024,Shamir,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
שמעה,3784,SHIM'A,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,"1,060","1,060","1,060",,,1985,370,11,201225588444,608,715,15003512,2024,Shim'a,אשכול יהודה ושומרון,5578,הר חברון,3
שמרת,432,SHAMERAT,2,הצפון,24,עכו,246,4,מועצה אזורית מטה אשר,241,1,727,716,715,1,11,1948,330,15,209183761859,17,201,10004315,2024,Shamerat,אשכול רשויות גליל מערבי,5504,מטה אשר,3
שמשית,1337,SHIMSHIT,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,"2,155","2,149","2,148",1,6,2000,190,,223413737578,222,254,10004426,2024,Shimshit,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
שני,1287,SHANI,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,1,449,446,446,,3,1989,370,11,206659584907,694,699,10001937,2024,Shani,ללא שיוך לאשכול,,,4
שניר,1132,SENIR,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,750,747,745,2,3,1967,330,15,263589794179,309,253,10004591,2024,Senir,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
שעב,538,SHA'AB,2,הצפון,24,עכו,241,99,מועצה מקומית,241,2,"7,790","7,789",1,"7,788",1,,280,,222337755044,51,263,15002411,2024,Sha'ab,ללא שיוך לאשכול,538,שעב,2
שעל,4009,SHA'AL,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,452,399,399,,53,1976,310,9,267403780250,779,224,10004579,2024,Sha'al,אשכול רשויות גליל מזרחי,5571,גולן,3
שעלבים,856,SHA'ALVIM,4,המרכז,43,רמלה,431,30,מועצה אזורית גזר,143,1,"1,987","1,718","1,718",,269,1951,330,8,198494641934,189,426,10002277,2024,Sha'alvim,ללא שיוך לאשכול,5530,גזר,3
שער אפרים,661,SHA'AR EFRAYIM,4,המרכז,41,השרון,412,18,מועצה אזורית לב השרון,141,1,"2,020","2,002","1,999",3,18,1953,191,1,199932688385,42,412,10002155,2024,Sha'ar Efrayim,אשכול רשויות השרון,5518,לב השרון,3
שער הגולן,264,SHA'AR HAGOLAN,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,626,597,597,,29,1937,330,15,256936732582,-195,214,10004552,2024,Sha'ar HaGolan,אשכול רשויות הכנרת והעמקים,5506,עמק הירדן,3
שער העמקים,237,SHA'AR HAAMAQIM,3,חיפה,31,חיפה,311,12,מועצה אזורית זבולון,222,1,832,802,802,,30,1935,330,15,210856736508,63,301,10004207,2024,Sha'ar HaAmaqim,אשכול רשויות המפרץ,5512,זבולון,3
שער מנשה,921,SHA'AR MENASHE,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,523,523,456,67,,1949,340,,201618705949,38,351,15002436,2024,Sha'ar Menashe,אשכול רשויות מישור החוף,5514,מנשה,3
שער שומרון,3826,SHA'AR SHOMRON,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,"8,836","8,795","8,789",6,41,2022,180,,203164669834,195,751,15004488,2024,Sha'ar Shomron,אשכול יהודה ושומרון,3826,שער שומרון,2
שפיים,232,SHEFAYIM,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,"1,514","1,482","1,481",1,32,1935,330,15,183674680494,37,401,15000060,2024,Shefayim,ללא שיוך לאשכול,5519,חוף השרון,3
שפיר,692,SHAFIR,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,"1,074","1,043","1,043",,31,1949,310,2,174321622837,58,631,10001821,2024,Shafir,ללא שיוך לאשכול,5534,שפיר,3
"שפלת יהודה מ""א 26",1803,,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,,,,,,,,530,,1939062680,,,,2024,,ללא שיוך לאשכול,5526,מטה יהודה,3
"שפלת יהודה של""ש",1804,,1,ירושלים,11,ירושלים,112,,חסר מעמד מוניציפלי,,,,,,,,,530,,,,,,2024,,ללא שיוך לאשכול,,,4
שפר,846,SHEFER,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,507,504,503,1,3,1950,310,1,241128760985,592,209,10004528,2024,Shefer,אשכול רשויות גליל מזרחי,5502,מרום הגליל,3
שפרעם,8800,SHEFAR'AM,2,הצפון,24,עכו,241,0,עירייה,241,2,"43,858","43,782",250,"43,532",76,,260,,216407745736,137,261,10004497,2024,Shefar'am,אשכול רשויות המפרץ,8800,שפרעם,1
שקד,3649,SHAQED,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,,1,"1,146","1,143","1,143",,3,1981,370,9,216097708807,405,710,15004488,2024,Shaqed,אשכול יהודה ושומרון,5572,שומרון,3
שקף,1233,SHEQEF,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,646,542,542,,104,1982,310,9,193954602561,417,634,10001813,2024,Sheqef,ללא שיוך לאשכול,5550,לכיש,3
שרונה,292,SHARONA,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,680,644,644,,36,1938,310,1,244016736876,253,206,10004552,2024,Sharona,אשכול רשויות הכנרת והעמקים,5503,הגליל התחתון,3
שריגים (לי-און),1114,SARIGIM (LI-ON),1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,983,976,976,,7,1960,350,,193904620605,307,151,15000597,2024,Sarigim (Li-On),ללא שיוך לאשכול,5526,מטה יהודה,3
שריד,126,SARID,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,"1,007",968,967,1,39,1926,330,15,221404729872,89,254,10004411,2024,Sarid,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
שרשרת,398,SHARSHERET,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,635,414,414,,221,1951,310,2,162252590445,142,651,10001930,2024,Sharsheret,אשכול רשויות נגב מערבי,5539,שדות נגב,3
שתולה,1045,SHETULA,2,הצפון,24,עכו,244,52,מועצה אזורית מעלה יוסף,,1,373,347,347,,26,1969,310,1,229701776676,655,255,10004302,2024,Shetula,אשכול רשויות גליל מערבי,5552,מעלה יוסף,3
שתולים,763,SHETULIM,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,"2,224","2,198","2,198",,26,1950,191,1,170117631362,30,616,10001821,2024,Shetulim,אשכול רשויות שורק דרומי,5533,באר טוביה,3
תאשור,2062,TE'ASHUR,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,344,1,461,429,429,,32,1953,310,1,166065586800,137,625,10001893,2024,Te'ashur,אשכול רשויות נגב מערבי,5541,בני שמעון,3
תדהר,2061,TIDHAR,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,344,1,816,683,683,,133,1953,310,1,164560587625,115,625,10001893,2024,Tidhar,אשכול רשויות נגב מערבי,5541,בני שמעון,3
תובל,1172,TUVAL,2,הצפון,24,עכו,243,56,מועצה אזורית משגב,,1,418,415,406,9,3,1980,330,15,223224759334,527,205,15002358,2024,Tuval,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
תומר,3558,TOMER,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,444,384,384,,60,1978,310,1,241601658417,-222,712,10003299,2024,Tomer,אשכול יהודה ושומרון,5575,ערבות הירדן,3
תושייה,1083,TUSHIYYA,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,474,472,465,7,2,1958,350,,156371593726,108,651,10001930,2024,Tushiyya,אשכול רשויות נגב מערבי,5539,שדות נגב,3
תימורים,163,TIMMORIM,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,703,693,693,,10,1954,320,6,177198624857,77,616,10001821,2024,Timmorim,אשכול רשויות שורק דרומי,5533,באר טוביה,3
תירוש,10,TIROSH,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,482,435,435,,47,1955,310,2,189282628714,149,151,15000597,2024,Tirosh,ללא שיוך לאשכול,5526,מטה יהודה,3
תל אביב -יפו,5000,TEL AVIV - YAFO,5,תל אביב,51,תל אביב,511,0,עירייה,110,4,"494,900","467,273","440,299","26,974","27,627",1909,130,,180263664864,17,507,10001579,2024,Tel Aviv - Yafo,ללא שיוך לאשכול,5000,תל אביב -יפו,1
תל חי (מכללה),1707,,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,,,,,,,,520,,254363793393,240,253,10004591,2024,,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
תל יוסף,84,TEL YOSEF,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,546,526,526,,20,1921,330,15,237784718018,-14,204,10004394,2024,Tel Yosef,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
תל יצחק,287,TEL YIZHAQ,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,"1,055",933,926,7,122,1938,330,6,187758684426,31,401,15000060,2024,Tel Yizhaq,ללא שיוך לאשכול,5519,חוף השרון,3
תל מונד,154,TEL MOND,4,המרכז,41,השרון,411,99,מועצה מקומית,141,1,"14,771","14,557","14,545",12,214,1929,170,,192404684386,46,457,15000060,2024,Tel Mond,אשכול רשויות השרון,154,תל מונד,2
תל עדשים,103,TEL ADASHIM,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,"1,335","1,277","1,269",8,58,1923,310,1,228692729107,98,254,10004394,2024,Tel Adashim,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
תל ציון,3815,TEL TSIYON,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,"6,935","6,924","6,924",,11,2023,180,,222687642963,705,711,10003299,2024,Tel Tsiyon,אשכול יהודה ושומרון,5573,מטה בנימין,3
תל קציר,719,TEL QAZIR,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,616,593,593,,23,1949,330,15,258190734519,-144,214,10004552,2024,Tel Qazir,אשכול רשויות הכנרת והעמקים,5506,עמק הירדן,3
תל שבע,1054,TEL SHEVA,6,הדרום,62,באר שבע,623,99,מועצה מקומית,342,2,"24,781","24,776",39,"24,737",5,,260,,186703573041,312,652,10001937,2024,Tel Sheva,אשכול רשויות נגב מזרחי,1054,תל שבע,2
תל תאומים,1283,TEL TE'OMIM,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,658,655,655,,3,1987,370,2,246857705377,-139,202,10004568,2024,Tel Te'omim,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
תלם,3719,TELEM,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,655,652,652,,3,1982,320,9,203046607897,674,715,15003512,2024,Telem,אשכול יהודה ושומרון,5578,הר חברון,3
תלמי אליהו,1051,TALME ELIYYAHU,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,480,281,281,,199,1970,310,1,145577571089,136,651,10001893,2024,Talme Eliyyahu,אשכול רשויות נגב מערבי,5538,אשכול,3
תלמי אלעזר,2003,TALME EL'AZAR,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,952,931,931,,21,1952,310,10,198109705718,27,351,10004261,2024,Talme El'azar,אשכול רשויות מישור החוף,5514,מנשה,3
"תלמי ביל""ו",2050,TALME BILU,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,708,526,526,,182,1953,310,7,166285594115,171,651,10001930,2024,Talme Bilu,אשכול רשויות נגב מערבי,5542,מרחבים,3
תלמי יוסף,1237,TALME YOSEF,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,517,310,310,,207,1982,310,10,139170568071,111,651,10001893,2024,Talme Yosef,אשכול רשויות נגב מערבי,5538,אשכול,3
תלמי יחיאל,727,TALME YEHI'EL,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,982,919,919,,63,1949,310,1,177612629044,52,616,10001821,2024,Talme Yehi'el,אשכול רשויות שורק דרומי,5533,באר טוביה,3
תלמי יפה,744,TALME YAFE,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,668,665,665,,3,1950,320,6,163386614131,73,633,10001829,2024,Talme Yafe,אשכול רשויות נגב מערבי,5536,חוף אשקלון,3
תלמים,814,TELAMIM,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,924,870,870,,54,1950,310,1,168900608135,95,634,10001813,2024,Telamim,ללא שיוך לאשכול,5550,לכיש,3
תמרת,1244,TIMRAT,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,1,"1,443","1,434","1,434",,9,1983,370,13,221405734332,242,254,10004411,2024,Timrat,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
תנובות,2002,TENUVOT,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,974,960,958,2,14,1952,310,1,196684690228,40,412,15000060,2024,Tenuvot,אשכול רשויות השרון,5518,לב השרון,3
תעוז,752,TA'OZ,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,679,673,673,,6,1950,310,2,197701634279,221,151,15000597,2024,Ta'oz,ללא שיוך לאשכול,5526,מטה יהודה,3
תעשיון דלתון,1709,,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,,,,,,,,520,,245158770213,846,209,10004528,2024,,אשכול רשויות גליל מזרחי,5502,מרום הגליל,3
תעשיון השרון,1741,,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,,,,,,,,520,,192788686920,51,412,15000060,2024,,אשכול רשויות השרון,5518,לב השרון,3
תעשיון חבל יבנה,1750,,4,המרכז,44,רחובות,441,29,מועצה אזורית חבל יבנה,143,,,,,,,,520,,169000636211,13,456,10001836,2024,,אשכול רשויות שורק דרומי,5529,חבל יבנה,3
תעשיון חצב*,1742,,4,המרכז,42,פתח תקווה,422,20,מועצה אזורית דרום השרון,142,,,,,,,,520,,196552663520,110,417,10002168,2024,,אשכול רשויות השרון,5520,דרום השרון,3
תעשיון ימין,1744,INDUSTRIAL ZONE YAMIN,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,,,,,,,,520,,195794676013,40,417,10002133,2024,Industrial Zone Yamin,אשכול רשויות השרון,5520,דרום השרון,3
תעשיון מבצע*,1754,,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,,,,,,,,520,,176752630962,60,616,10001821,2024,,אשכול רשויות שורק דרומי,5533,באר טוביה,3
תעשיון מיתרים,1794,,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,,,,,,,,520,,200544586822,603,715,15003512,2024,,אשכול יהודה ושומרון,5578,הר חברון,3
